admin2_id,name,type,admin2_id_admin1,admin2_id_source
TT-PS,Port of Spain,City,,preposition.significant
TT-SF,San Fernando,City,,initials
TT-SG,Sangre Grande,Region,,initials
TT-SI,Siparia,Region,,name
TT-SJ,San Juan-Laventille,Region,,initials
TT-TO,Tobago,Region,,name
TT-TP,Tunapuna/Piarco,Region,,initials
TV-FU,Funafuti,Town Council,,name
TV-NA,Nanumanga,Island Council,,name
TV-NI,Niutao,Island Council,,name
TV-NK,Nukulaelae,Island Council,,skeleton
TV-NL,Niulakita,Island Council,,skeleton
TV-NM,Nanumea,Island Council,,skeleton
TV-NU,Nukufetau,Island Council,,name
TV-UI,Nui,Island Council,,any2
TV-VA,Vaitupu,Island Council,,name
TW-FU,Fujian,Province,,name
TW-KA,Kaohsiung,Special Municipality,,name
TW-NT,New Taipei,Special Municipality,,initials
TW-TA,Taiwan,Province,,name
TW-TC,Taichung,Special Municipality,,skeleton
TW-TN,Tainan,Special Municipality,,skeleton
TW-TP,Taipei,Special Municipality,,skeleton
TZ-AR,Arusha,Region,,name
TZ-DE,Dar es Salaam,Region,,initials
TZ-DO,Dodoma,Region,,name
TZ-GE,Geita,Region,,name
TZ-IR,Iringa,Region,,name
TZ-KA,Kagera,Region,,name
TZ-KI,Kigoma,Region,,name
TZ-KL,Kilimanjaro,Region,,skeleton
TZ-KN,Kusini Unguja,Region,,any2
TZ-KP,Kaskazini Pemba,Region,,initials
TZ-KS,Kusini Pemba,Region,,any2
TZ-KT,Katavi,Region,,skeleton
TZ-KU,Kaskazini Unguja,Region,,initials
TZ-LI,Lindi,Region,,name
TZ-MA,Mara,Region,,name
TZ-MB,Mbeya,Region,,name
TZ-MM,Mjini Magharibi,Region,,initials
TZ-MN,Manyara,Region,,skeleton
TZ-MO,Morogoro,Region,,name
TZ-MT,Mtwara,Region,,name
TZ-MW,Mwanza,Region,,name
TZ-NJ,Njombe,Region,,name
TZ-PW,Pwani,Region,,name
TZ-RK,Rukwa,Region,,skeleton
TZ-RU,Ruvuma,Region,,name
TZ-SH,Shinyanga,Region,,name
TZ-SI,Simiyu,Region,,name
TZ-SN,Singida,Region,,skeleton
TZ-SO,Songwe,Region,,name
TZ-TA,Tabora,Region,,name
TZ-TN,Tanga,Region,,skeleton
UA-CE,Chernihiv,Region,,any2
UA-CH,Cherkasy,Region,,name
UA-CN,Chernivtsi,Region,,any2
UA-CR,Crimea,Autonomous Republic,,name
UA-DK,Donets'k,Region,,compound.alt
UA-DN,Dnipropetrovs'k,Region,,any2
UA-IF,Ivano-Frankivs'k,Region,,initials
UA-KE,Kherson,Region,,any2
UA-KH,Kharkiv,Region,,name
UA-KI,Kiev City,Independent City,,name
UA-KN,Khmel'nyts'kyy,Region,,initials
UA-KR,Kirovohrad,Region,,skeleton
UA-KV,Kiev,Region,,skeleton
UA-LK,Luhans'k,Region,,compound.alt
UA-LV,L'viv,Region,,compound
UA-MY,Mykolayiv,Region,,name
UA-OD,Odessa,Region,,name
UA-PO,Poltava,Region,,name
UA-RI,Rivne,Region,,name
UA-SE,Sevastopol',Autonomous Republic,,name
UA-SU,Sumy,Region,,name
UA-TE,Ternopil',Region,,name
UA-VI,Vinnytsya,Region,,name
UA-VO,Volyn,Region,,name
UA-XA,,,,placeholder
UA-ZA,Zaporizhia,Region,,name
UA-ZH,Zhytomyr,Region,,name
UA-ZK,Zakarpattia,Region,,skeleton
UG-ADJ,Adjumani,District,,name
UG-APA,Apac,District,,name
UG-ARU,Arua,District,,name
UG-BUA,Busia,District,,name.ends
UG-BUG,Bugiri,District,,name
UG-BUN,Bundibugyo,District,,name
UG-BUS,Bushenyi,District,,name
UG-GUL,Gulu,District,,name
UG-HOI,Hoima,District,,name
UG-IGA,Iganga,District,,name
UG-JIN,Jinja,District,,name
UG-KAB,Kabale,District,,name
UG-KAE,Kabarole,District,,name.ends
UG-KAI,Kamuli,District,,name.ends
UG-KAL,Kalangala,District,,name
UG-KAM,Kampala,District,,name
UG-KAN,Kanungu,District,,name
UG-KAO,Kaberamaido,District,,name.ends
UG-KAP,Kapchorwa,District,,name
UG-KAS,Kasese,District,,name
UG-KAT,Katakwi,District,,name
UG-KAY,Kayunga,District,,name
UG-KIA,Kiboga,District,,name.ends
UG-KIB,Kibale,District,,name
UG-KIS,Kisoro,District,,name
UG-KIT,Kitgum,District,,name
UG-KMW,Kamwenge,District,,skeleton
UG-KOT,Kotido,District,,name
UG-KUM,Kumi,District,,name
UG-KYE,Kyenjojo,District,,name
UG-LIR,Lira,District,,name
UG-LUW,Luwero,District,,name
UG-MAI,Masindi,District,,name.ends
UG-MAS,Masaka,District,,name
UG-MAY,Mayuge,District,,name
UG-MBA,Mbarara,District,,name
UG-MBE,Mbale,District,,name.ends
UG-MOR,Moroto,District,,name
UG-MOY,Moyo,District,,name
UG-MPI,Mpigi,District,,name
UG-MUB,Mubende,District,,name
UG-MUK,Mukono,District,,name
UG-NAA,Nakasongola,District,,name.ends
UG-NAK,Nakapiripirit,District,,name
UG-NEB,Nebbi,District,,name
UG-NTU,Ntungamo,District,,name
UG-PAD,Pader,District,,name
UG-PAL,Pallisa,District,,name
UG-RAK,Rakai,District,,name
UG-RUK,Rukungiri,District,,name
UG-SEM,Sembabule,District,,name
UG-SIR,Sironko,District,,name
UG-SOR,Soroti,District,,name
UG-TOR,Tororo,District,,name
UG-WAK,Wakiso,District,,name
UG-YUM,Yumbe,District,,name
UM-BA,Baker,Island,,name
UM-HO,Howland,Island,,name
UM-JI,Jarvis island,Island,,initials
UM-JO,Johnston,Atoll,,name
UM-KR,Kingman Reef,Reef,,initials
UM-MI,Midway,Island,,name
UM-NA,Navassa,Island,,name
UM-PA,Palmyra,Atoll,,name
UM-WA,Wake,Island,,name
US-AK,Alaska,,02,anchor
US-AL,Alabama,,01,anchor
US-AR,Arkansas,,05,anchor
US-AZ,Arizona,,04,anchor
US-CA,California,,06,anchor
US-CO,Colorado,,08,anchor
US-CT,Connecticut,,09,anchor
US-DC,District of Columbia,,11,anchor
US-DE,Delaware,,10,anchor
US-FL,Florida,,12,anchor
US-GA,Georgia,,13,anchor
US-HI,Hawaii,,15,anchor
US-IA,Iowa,,19,anchor
US-ID,Idaho,,16,anchor
US-IL,Illinois,,17,anchor
US-IN,Indiana,,18,anchor
US-KS,Kansas,,20,anchor
US-KY,Kentucky,,21,anchor
US-LA,Louisiana,,22,anchor
US-MA,Massachusetts,,25,anchor
US-MD,Maryland,,24,anchor
US-ME,Maine,,23,anchor
US-MI,Michigan,,26,anchor
US-MN,Minnesota,,27,anchor
US-MO,Missouri,,29,anchor
US-MS,Mississippi,,28,anchor
US-MT,Montana,,30,anchor
US-NC,North Carolina,,37,anchor
US-ND,North Dakota,,38,anchor
US-NE,Nebraska,,31,anchor
US-NH,New Hampshire,,33,anchor
US-NJ,New Jersey,,34,anchor
US-NM,New Mexico,,35,anchor
US-NV,Nevada,,32,anchor
US-NY,New York,,36,anchor
US-OH,Ohio,,39,anchor
US-OK,Oklahoma,,40,anchor
US-OR,Oregon,,41,anchor
US-PA,Pennsylvania,,42,anchor
US-RI,Rhode Island,,44,anchor
US-SC,South Carolina,,45,anchor
US-SD,South Dakota,,46,anchor
US-TN,Tennessee,,47,anchor
US-TX,Texas,,48,anchor
US-UT,Utah,,49,anchor
US-VA,Virginia,,51,anchor
US-VT,Vermont,,50,anchor
US-WA,Washington,,53,anchor
US-WI,Wisconsin,,55,anchor
US-WV,West Virginia,,54,anchor
US-WY,Wyoming,,56,anchor
UY-AR,Artigas,Department,,anchor
UY-CA,Canelones,Department,,anchor
UY-CL,Cerro Largo,Department,,anchor
UY-CO,Colonia,Department,,anchor
UY-DU,Durazno,Department,,anchor
UY-FD,Florida,Department,,anchor
UY-FS,Flores,Department,,anchor
UY-LA,Lavalleja,Department,,anchor
UY-MA,Maldonado,Department,,anchor
UY-MO,Montevideo,Department,,anchor
UY-PA,Paysandú,Department,,anchor
UY-RN,Río Negro,Department,,anchor
UY-RO,Rocha,Department,,anchor
UY-RV,Rivera,Department,,anchor
UY-SA,Salto,Department,,anchor
UY-SJ,San José,Department,,anchor
UY-SO,Soriano,Department,,anchor
UY-TA,Tacuarembó,Department,,anchor
UY-TT,Treinta y Tres,Department,,anchor
UZ-AN,Andijon,Region,,anchor
UZ-BU,Buxoro,Region,,anchor
UZ-FA,Farg'ona,Region,,anchor
UZ-JI,Jizzax,Region,,anchor
UZ-NG,Namangan,Region,,anchor
UZ-NW,Navoiy,Region,,anchor
UZ-QA,Qashqadaryo,Region,,anchor
UZ-QR,Qaraqalpaqstan,Autononous Region,,skeleton
UZ-SA,Samarqand',Region,,anchor
UZ-SI,Sirdaryo,Region,,anchor
UZ-SU,Surxondaryo,Region,,anchor
UZ-TK,Toshkent,Region,,anchor
UZ-TS,Toshkent Shahri,City,,initials
UZ-XO,Xorazm,Region,,anchor
VC-CH,Charlotte,Parish,,name
VC-GR,Grenadines,Parish,,name
VC-SA,Saint Andrew,Parish,,initials
VC-SD,Saint David,Parish,,initials
VC-SG,Saint George,Parish,,initials
VC-SP,Saint Patrick,Parish,,initials
VE-AM,Amazonas,State,,name
VE-AN,Anzoátegui,State,,name
VE-AP,Apure,State,,name
VE-AR,Aragua,State,,name
VE-BA,Barinas,State,,name
VE-BO,Bolívar,State,,name
VE-CA,Carabobo,State,,name
VE-CO,Cojedes,State,,name
VE-DA,Delta Amacuro,State,,initials
VE-DC,Distrito Capital,State,,initials
VE-DF,Dependencias Federales,State,,initials
VE-FA,Falcón,State,,name
VE-GU,Guárico,State,,name
VE-LA,Lara,State,,name
VE-ME,Mérida,State,,name
VE-MI,Miranda,State,,name
VE-MO,Monagas,State,,name
VE-NE,Nueva Esparta,State,,qualifier
VE-PO,Portuguesa,State,,name
VE-SU,Sucre,State,,name
VE-TA,Táchira,State,,name
VE-TR,Trujillo,State,,name
VE-VA,Vargas,State,,name
VE-YA,Yaracuy,State,,name
VE-ZU,Zulia,State,,name
VG-AN,Anegada,District,,name
VG-JV,Jost Van Dyke,District,,initials
VG-OI,Other Islands,District,,initials
VG-TO,Tortola,District,,name
VG-VG,Virgin Gorda,District,,initials
VI-SC,Saint Croix,District,,initials
VI-SJ,Saint John,District,,initials
VI-ST,Saint Thomas,District,,initials
VN-AL,Đắk Lắk,Province,,initials
VN-AN,Đắk Nông,Province,,initials
VN-BD,Bình Dương,Province,,initials
VN-BE,Bến Tre,Province,,any2
VN-BG,Bắc Giang,Province,,initials
VN-BI,Bình Định,Province,,initials
VN-BK,Bắc Kạn,Province,,initials
VN-BL,Bạc Liêu,Province,,initials
VN-BN,Bắc Ninh,Province,,initials
VN-BP,Bình Phước,Province,,initials
VN-BR,Bà Rịa - Vũng Tàu,Province,,initials
VN-BT,Bình Thuận,Province,,initials
VN-CB,Cao Bằng,Province,,initials
VN-CM,Cà Mau,Province,,initials
VN-CT,Cần Thơ,City,,anchor
VN-DN,Đà Nẵng,City,,anchor
VN-GI,An Giang,Province,,name
VN-GL,Gia Lai,Province,,initials
VN-HA,Hà Nam,Province,,any2
VN-HB,Hoà Bình,Province,,initials
VN-HD,Hải Dương,Province,,initials
VN-HG,Hà Giang,Province,,initials
VN-HN,Hà Nội,City,,anchor
VN-HP,Hải Phòng,City,,anchor
VN-HT,Hà Tĩnh,Province,,initials
VN-HU,Hậu Giang,Province,,any2
VN-HY,Hưng Yên,Province,,initials
VN-IB,Điện Biên,Province,,initials
VN-KG,Kiên Giang,Province,,initials
VN-KH,Khánh Hòa,Province,,initials
VN-KT,Kon Tum,Province,,initials
VN-LA,Lai Châu,Province,,any2
VN-LC,Lào Cai,Province,,initials
VN-LN,Long An,Province,,skeleton
VN-LO,Lâm Đồng,Province,,initials
VN-LS,Lạng Sơn,Province,,initials
VN-NB,Ninh Bình,Province,,initials
VN-NG,Nghệ An,Province,,name
VN-NI,Nam Định,Province,,initials
VN-NT,Ninh Thuận,Province,,initials
VN-ON,Đồng Nai,Province,,initials
VN-OT,Đồng Tháp,Province,,initials
VN-PT,Phú Thọ,Province,,initials
VN-PY,Phú Yên,Province,,initials
VN-QA,Quảng Ninh,Province,,any2
VN-QB,Quảng Bình,Province,,initials
VN-QN,Quảng Nam,Province,,initials
VN-QT,Quảng Trị,Province,,initials
VN-QU,Quảng Ngãi,Province,,any2
VN-SG,Hồ Chí Minh,City,,anchor
VN-SL,Sơn La,Province,,initials
VN-ST,Sóc Trăng,Province,,initials
VN-TA,Tây Ninh,Province,,any2
VN-TB,Thái Bình,Province,,initials
VN-TG,Tiền Giang,Province,,initials
VN-TH,Thanh Hóa,Province,,initials
VN-TN,Thái Nguyên,Province,,initials
VN-TQ,Tuyên Quang,Province,,initials
VN-TT,Thừa Thiên Huế,Province,,initials
VN-TV,Trà Vinh,Province,,initials
VN-VL,Vĩnh Long,Province,,initials
VN-VP,Vĩnh Phúc,Province,,initials
VN-YB,Yên Bái,Province,,initials
VU-MA,Malampa,Province,,name
VU-PE,Penama,Province,,name
VU-SA,Sanma,Province,,name
VU-SH,Shefa,Province,,name
VU-TA,Tafea,Province,,name
VU-TO,Torba,Province,,name
WF-AL,Alo,Kingdom,,anchor
WF-SI,Singave,Kingdom,,name
WF-UV,Uvéa,Kingdom,,anchor
WS-AA,A'ana,District,,anchor
WS-AL,Aiga-i-le-Tai,District,,anchor
WS-AT,Atua,District,,anchor
WS-FA,Fa'asaleleaga,District,,anchor
WS-GE,Gaga'emauga,District,,anchor
WS-GI,Gagaifomauga,District,,anchor
WS-PA,Palauli,District,,anchor
WS-SA,Satupa'itea,District,,anchor
WS-TU,Tuamasaga,District,,anchor
WS-VF,Va'a-o-Fonoti,District,,anchor
WS-VS,Vaisigano,District,,anchor
XA-AK,Akrotiri,Sovereign Base Area,,name
XA-DH,Dhekelia,Sovereign Base Area,,name
XK-AK,Đakovica,District,,name
XK-GN,Gnjilane,District,,name
XK-KM,Kosovska Mitrovica,District,,initials
XK-PE,Pećki,District,,name
XK-PI,Prizren,District,,any2
XK-PR,Pristina,District,,name
XK-UR,Uroševac,District,,name
YE-AB,Abyan,Governorate,,anchor
YE-AD,`Adan,Governorate,,anchor
YE-AM,Amran,Governorate,,anchor
YE-BA,Al Bayda',Governorate,,anchor
YE-DA,Al Dali',Governorate,,name
YE-DH,Dhamar,Governorate,,anchor
YE-HD,Hadramawt,Governorate,,anchor
YE-HJ,Hajjah,Governorate,,anchor
YE-HU,Al Hudaydah,Governorate,,anchor
YE-IB,Ibb,Governorate,,anchor
YE-JA,Al Jawf,Governorate,,anchor
YE-LA,Lahij,Governorate,,anchor
YE-MA,Ma'rib,Governorate,,anchor
YE-MR,Al Mahrah,Governorate,,anchor
YE-MW,Al Mahwit,Governorate,,anchor
YE-RA,Raymah,Governorate,,anchor
YE-SA,Amanat Al Asimah,Governorate,,anchor
YE-SD,Sa`dah,Governorate,,anchor
YE-SH,Shabwah,Governorate,,anchor
YE-SN,San`a',City,,anchor
YE-TA,Ta`izz,Governorate,,anchor
YT-AC,Acoua,Commune,,name
YT-BA,Bandraboua,Commune,,name
YT-BN,Bandrele,Commune,,skeleton
YT-BO,Boueni,Commune,,name
YT-CH,Chirongui,Commune,,name
YT-CI,Chiconi,Commune,,any2
YT-DE,Dembeni,Commune,,name
YT-DZ,Dzaoudzi,Commune,,name
YT-KK,Kani-Keli,Commune,,initials
YT-KO,Koungou,Commune,,name
YT-MA,Mamoudzou,Commune,,name
YT-MS,Mtsamboro,Commune,,any2
YT-MT,M'tsangamouji,Commune,,compound
YT-OU,Ouangani,Commune,,name
YT-PA,Pamandzi,Commune,,name
YT-SA,Sada,Commune,,name
YT-TS,Tsingoni,Commune,,name
Z1-JK,Jammu and Kashmir,State,,conjunction
Z2-XU,Xinjiang Uygur,Autonomous Region,,initials
Z3-XI,Xizang,Autonomous Region,,name
Z3-XU,Xinjiang Uygur,Autonomous Region,,initials
Z4-HP,Himachal Pradesh,Union Territory,,initials
Z5-UT,Uttarakhand,State,,name
Z6-AK,Azad Kashmir,Centrally Administered Area,,initials
Z6-GB,Gilgit-Baltistan,Centrally Administered Area,,initials
Z7-AP,Arunachal Pradesh,State,,initials
Z8-XI,Xizang,Autonomous Region,,name
Z9-HP,Himachal Pradesh,Union Territory,,initials
Z9-UT,Uttarakhand,State,,name
ZA-EC,Eastern Cape,Province,,anchor
ZA-FS,Free State,Province,,anchor
ZA-GP,Gauteng,Province,,anchor
ZA-KN,KwaZulu-Natal,Province,,initials
ZA-LP,Limpopo,Province,,anchor
ZA-MP,Mpumalanga,Province,,anchor
ZA-NC,Northern Cape,Province,,anchor
ZA-NW,North West,Province,,anchor
ZA-WC,Western Cape,Province,,anchor
ZM-CE,Central,Province,,name
ZM-CO,Copperbelt,Province,,name
ZM-EA,Eastern,Province,,name
ZM-LP,Luapula,Province,,skeleton
ZM-LU,Lusaka,Province,,name
ZM-MU,Muchinga,Province,,name
ZM-NO,Northern,Province,,name
ZM-NW,North-Western,Province,,qualifier
ZM-SO,Southern,Province,,name
ZM-WE,Western,Province,,name
ZN-GA,Gazimağusa,District,,name
ZN-GI,Girne,District,,name
ZN-GU,Güzelyurt,District,,name
ZN-IS,Iskele,District,,name
ZN-NI,Nicosia,District,,name
ZW-BU,Bulawayo,City,,anchor
ZW-HA,Harare,City,,anchor
ZW-MA,Manicaland,Province,,anchor
ZW-MC,Mashonaland Central,Province,,anchor
ZW-ME,Mashonaland East,Province,,anchor
ZW-MI,Midlands,Province,,anchor
ZW-MN,Matabeleland North,Province,,anchor
ZW-MS,Matabeleland South,Province,,anchor
ZW-MV,Masvingo,Province,,anchor
ZW-MW,Mashonaland West,Province,,anchor
