admin2_id,name,type,name_original,name_alternatives,admin2_id_admin1,admin2_id_source
TH-ST,Surat Thani,Province,จังหวัดสุราษฎร์ธานี,,84,hasc
TH-SU,Surin,Province,จังหวัดสุรินทร์,,32,hasc
TH-TG,Trang,Province,จังหวัดตรัง,Tab Tiang,92,hasc
TH-TK,Tak,Province,จังหวัดตาก,,63,hasc
TH-TT,Trat,Province,จังหวัดตราด,,23,hasc
TH-UD,Uttaradit,Province,จังหวัดอุตรดิตถ์,,53,hasc
TH-UN,Udon Thani,Province,จังหวัดอุดรธานี,,41,hasc
TH-UR,Ubon Ratchathani,Province,จังหวัดอุบลราชธานี,,34,hasc
TH-UT,Uthai Thani,Province,จังหวัดอุทัยธานี,,61,hasc
TH-YL,Yala,Province,จังหวัดยะลา,,95,hasc
TH-YS,Yasothon,Province,จังหวัดยโสธร,,35,hasc
TJ-BK,Gorno-Badakhshan,Autonomous Region,Кӯҳистони Бадахшон,Badakhshoni Kuni|Autonomes Gebie,,hasc
TJ-DU,Dushanbe,City,Душанбе,,,iso
TJ-KT,Khatlon,Region,Хатлон,Hationskaya oblast'|Hatlonskaja,,iso
TJ-RR,Districts of Republican Subordin,Districts of Republican Subordin,Ноҳияҳои тобеи ҷумҳурӣ,,,hasc
TJ-SU,Sughd,Region,Суғд,Leninabad|Sogd|Hodžent|Khodzhent,,iso
TK-AT,Anafu,Atoll,,,,hasc
TK-FA,Fakaofo,Atoll,,,,hasc
TK-NU,Nukunonu,Atoll,,,,hasc
TL-AI,Aileu,District,,,,first2
TL-AM,Ambeno,District,,Oecussi,,first2
TL-AN,Ainaro,District,,,,iso
TL-BA,Baucau,District,,,,first2
TL-BO,Bobonaro,District,,,,first2
TL-CO,Covalima,District,,Cova Lima,,first2
TL-DI,Dili,District,,,,iso
TL-ER,Ermera,District,,,,first2
TL-LA,Lautém,District,,,,first2
TL-LI,Liquiçá,District,,,,first2
TL-MA,Manatuto,District,,,,first2
TL-MN,Manufahi,District,,,,any2
TL-VI,Viqueque,District,,,,first2
TM-AB,Aşgabat,Captial City District,,Ashgabat,,hasc
TM-AL,Ahal,Province,,Akhal|Ashkhabad|Ashkhabadskaya O,,hasc
TM-BA,Balkan,Province,,"Krasnovodsk, Krasnovodskaya Obla",,hasc
TM-DA,Daşoguz,Province,,Dashoguz|Tashauz|Dashhowuz|Dashk,,hasc
TM-LE,Lebap,Province,,Chardzhouskaya Oblast,,hasc
TM-MA,Mary,Province,,Maruy|Marysk|Maryyskaya Oblast,,hasc
TN-AN,Ariana,Governorate,,Al Aryiānah|L'Ariana|Tunis Arian,,hasc
TN-BA,Ben Arous (Tunis Sud),Governorate,,Bin `Arūs|Ben Arous|Tunis Ben Ar,,hasc
TN-BJ,Béja,Governorate,,Bājah|Béja,,hasc
TN-BZ,Bizerte,Governorate,,BanzartBanzart|Bensert|Binzart|B,,hasc
TN-GB,Gabès,Governorate,,Qābis|Gabās,,hasc
TN-GF,Gafsa,Governorate,,Gafṣah|Qafṣah,,hasc
TN-JE,Jendouba,Governorate,,Jendoûbah|Jenduba|Jondouba|Jundū,,hasc
TN-KB,Kebili,Governorate,,Kebilli|Qbili|Qibilī,,hasc
TN-KF,Le Kef,Governorate,,Al Kāf|El Kef|Kaf|Kef,,hasc
TN-KR,Kairouan,Governorate,,Al Qayrawān|Al Qīrwān|Qairouân|K,,hasc
TN-KS,Kassérine,Governorate,,Al Qaṣrayn|Al Gaṣrīn|Al Qasrin|K,,hasc
TN-ME,Médenine,Governorate,,Madanīyīn|Madanīn|Medenin,,hasc
TN-MH,Mahdia,Governorate,,Al Madīyah|Al Mahdiyya|Mahdiâh,,hasc
TN-MN,Manubah,Governorate,,,,hasc
TN-MS,Monastir,Governorate,,Al Munastīr,,hasc
TN-NB,Nabeul,Governorate,,Cap Bon|Nabil|Nābol|Nābul,,hasc
TN-SF,Sfax,Governorate,,Safāqis|Ṣafāqis|Ṣfāqis,,hasc
TN-SL,Siliana,Governorate,,Siliānah|Silyānah,,hasc
TN-SS,Sousse,Governorate,,Sousa|Sussa|Susse|Susa|Sūsah,,hasc
TN-SZ,Sidi Bou Zid,Governorate,,Sīdī Bū Zayd|Qamudah|Sidi Boû Sa,,hasc
TN-TA,Tataouine,Governorate,,Foum Tataouine|Tatahouine|Tatuin,,hasc
TN-TO,Tozeur,Governorate,,Tawzar|Touzar|Tūzar,,hasc
TN-TU,Tunis,Governorate,,Tounis|Tunis City|Tūnus|Túnez|Tú,,hasc
TN-ZA,Zaghouan,Governorate,,Tunis South|Zachouan|Zaguan|Zagh,,hasc
TO-EU,'Eua,Island Group,,,,hasc
TO-HA,Ha'apai,Island Group,,,,hasc
TO-NI,Niuas,Island Group,,,,hasc
TO-TT,Tongatapu,Island Group,,,,hasc
TO-VA,Vava'u,Island Group,,,,hasc
TR-AA,Adana,Province,,Seyhan,,hasc
TR-AD,Adiyaman,Province,,Adıyaman,,hasc
TR-AF,Afyon,Province,,Afyonkarahisar,,hasc
TR-AG,Agri,Province,,Ağri|Karaköse,,hasc
TR-AK,Aksaray,Province,,,,hasc
TR-AL,Antalya,Province,,Adalia|Anatolia,,hasc
TR-AM,Amasya,Province,,,,hasc
TR-AN,Ankara,Province,,Ancara|Angora,,hasc
TR-AR,Ardahan,Province,,,,hasc
TR-AV,Artvin,Province,,Çoruh,,hasc
TR-AY,Aydin,Province,,Aydın,,hasc
TR-BB,Bayburt,Province,,,,hasc
TR-BC,Bilecik,Province,,,,hasc
TR-BD,Burdur,Province,,,,hasc
TR-BG,Bingöl,Province,,Çapakçur,,hasc
TR-BK,Balikesir,Province,,Balıkesir|Balikisri,,hasc
TR-BL,Bolu,Province,,,,hasc
TR-BM,Batman,Province,,,,hasc
TR-BR,Bartın,Province,,,,hasc
TR-BT,Bitlis,Province,,,,hasc
TR-BU,Bursa,Province,,Burssa|Brusa|Brussa|Brousse,,hasc
TR-CI,Çankiri,Province,,Çankırı|Changra,,hasc
TR-CK,Çanakkale,Province,,,,hasc
TR-CM,Çorum,Province,,,,hasc
TR-DN,Denizli,Province,,,,hasc
TR-DU,Düzce,Province,,,,hasc
TR-DY,Diyarbakir,Province,,Diyarbakır,,hasc
TR-ED,Edirne,Province,,Adrianople|Adrianopel,,hasc
TR-EG,Elazığ,Province,,Elazig,,hasc
TR-EM,Erzurum,Province,,,,hasc
TR-EN,Erzincan,Province,,,,hasc
TR-ES,Eskisehir,Province,,Eskişehir,,hasc
TR-GA,Gaziantep,Province,,,,hasc
TR-GI,Giresun,Province,,Kerasund,,hasc
TR-GU,Gümüshane,Province,,Gümüşhane,,hasc
TR-HK,Hakkari,Province,,,,hasc
TR-HT,Hatay,Province,,,,hasc
TR-IB,Istanbul,Province,,İstanbul|Constantinople|Estambul,,hasc
TR-IC,Mersin,Province,,İçel,,hasc
TR-IG,Iğdır,Province,,,,hasc
TR-IP,Isparta,Province,,,,hasc
TR-IZ,Izmir,Province,,İzmir|Esmirna|Smirne|Smyrna,,hasc
TR-KA,Kars,Province,,,,hasc
TR-KB,Karabük,Province,,,,hasc
TR-KC,Kocaeli,Province,,İzmit,,hasc
TR-KH,Kirsehir,Province,,Kırşehir,,hasc
TR-KI,Kilis,Province,,,,hasc
TR-KK,Kinkkale,Province,,Kırıkkale,,hasc
TR-KL,Kirklareli,Province,,Kırklareli,,hasc
TR-KM,K. Maras,Province,,Kahramanmaraş,,hasc
TR-KO,Konya,Province,,Konieh|Kunja,,hasc
TR-KR,Karaman,Province,,,,hasc
TR-KS,Kastamonu,Province,,,,hasc
TR-KU,Kütahya,Province,,Kütanya,,hasc
TR-KY,Kayseri,Province,,,,hasc
TR-MG,Mugla,Province,,Muğla,,hasc
TR-ML,Malatya,Province,,,,hasc
TR-MN,Manisa,Province,,,,hasc
TR-MR,Mardin,Province,,,,hasc
TR-MS,Mus,Province,,Muş,,hasc
TR-NG,Nigde,Province,,Niğde,,hasc
TR-NV,Nevsehir,Province,,Nevşehir,,hasc
TR-OR,Ordu,Province,,,,hasc
TR-OS,Osmaniye,Province,,,,hasc
TR-RI,Rize,Province,,,,hasc
TR-SI,Siirt,Province,,,,hasc
TR-SK,Sakarya,Province,,,,hasc
TR-SP,Sinop,Province,,,,hasc
TR-SR,Sirnak,Province,,Şırnak,,hasc
TR-SS,Samsun,Province,,,,hasc
TR-SU,Sanliurfa,Province,,Şanlıurfa|Urfa,,hasc
TR-SV,Sivas,Province,,,,hasc
TR-TB,Trabzon,Province,,Trapezunt|Trebizond|Trebizonda|T,,hasc
TR-TC,Tunceli,Province,,,,hasc
TR-TG,Tekirdag,Province,,Tekirdağ,,hasc
TR-TT,Tokat,Province,,,,hasc
TR-US,Usak,Province,,Uşak,,hasc
TR-VA,Van,Province,,,,hasc
TR-YL,Yalova,Province,,,,hasc
TR-YZ,Yozgat,Province,,,,hasc
TR-ZO,Zinguldak,Province,,Zonguldak,,hasc
TT-AR,Arima,Borough,,,,hasc
TT-CH,Chaguanas,Borough,,,,hasc
TT-CT,Couva-Tabaquite-Talparo,Region,,Couva,,hasc
TT-DM,Diego Martin,Region,,Petit Valley,,hasc
TT-MR,Mayaro/Rio Claro,Region,,Mayaro|Rio Claro,,hasc
TT-PD,Penal-Debe,Region,,Penal,,hasc
TT-PF,Point Fortin,Borough,,,,hasc
TT-PS,Port of Spain,City,,Port-of-Spain,,hasc
TT-PT,Princes Town,Region,,,,hasc
TT-SF,San Fernando,City,,,,hasc
TT-SI,Siparia,Region,,,,hasc
TT-SL,San Juan-Laventille,Region,,Laventille,,hasc
TT-SN,Sangre Grande,Region,,,,hasc
TT-TB,Tobago,Region,,Tabago,,hasc
TT-TP,Tunapuna/Piarco,Region,,Tunapuna,,hasc
TV-FN,Funafuti,Town Council,,,,hasc
TV-NA,Nanumea,Island Council,,,,hasc
TV-NF,Nukufetau,Island Council,,,,hasc
TV-NG,Nanumanga,Island Council,,,,hasc
TV-NK,Niulakita,Island Council,,La Solitaria,,hasc
TV-NL,Nukulaelae,Island Council,,,,hasc
TV-NT,Niutao,Island Council,,,,hasc
TV-NU,Nui,Island Council,,,,hasc
TV-VI,Vaitupu,Island Council,,,,hasc
TW-FK,Fujian,Province,福建,Fukien,,hasc
TW-KH,Kaohsiung,Special Municipality,高雄,Gaoxiong,,hasc
TW-NT,New Taipei,Special Municipality,新北,,,hasc
TW-TA,Taiwan,Province,台灣,,,hasc
TW-TG,Taichung,Special Municipality,台中,,,hasc
TW-TN,Tainan,Special Municipality,台南,,,hasc
TW-TP,Taipei,Special Municipality,台北,Taibei|Taipé|Taipeh,,hasc
TZ-AS,Arusha,Region,,,02,hasc
TZ-DO,Dodoma,Region,,,01,hasc
TZ-DS,Dar es Salaam,Region,,Dar-es-salaam|Pwani,07,hasc
TZ-GE,Geita,Region,,,25,hasc
TZ-IG,Iringa,Region,,,11,hasc
TZ-KA,Katavi,Region,,,23,hasc
TZ-KG,Kagera,Region,,,18,hasc
TZ-KL,Kilimanjaro,Region,,,03,hasc
TZ-KM,Kigoma,Region,,,16,hasc
TZ-LI,Lindi,Region,,,08,hasc
TZ-MA,Mara,Region,,,20,hasc
TZ-MB,Mbeya,Region,,,12,hasc
TZ-MO,Morogoro,Region,,,05,hasc
TZ-MT,Mtwara,Region,,,09,hasc
TZ-MY,Manyara,Region,,,21,hasc
TZ-MZ,Mwanza,Region,,,19,hasc
TZ-NJ,Njombe,Region,,,22,hasc
TZ-PN,Kaskazini Pemba,Region,,Pemba North,54,hasc
TZ-PS,Kusini Pemba,Region,,Pemba South,55,hasc
TZ-PW,Pwani,Region,,,06,hasc
TZ-RU,Rukwa,Region,,,15,hasc
TZ-RV,Ruvuma,Region,,,10,hasc
TZ-SD,Singida,Region,,,13,hasc
TZ-SI,Simiyu,Region,,,24,hasc
TZ-SO,Songwe,Region,,,,hasc
TZ-SY,Shinyanga,Region,,,17,hasc
TZ-TB,Tabora,Region,,,14,hasc
TZ-TN,Tanga,Region,,,04,hasc
TZ-ZN,Kaskazini Unguja,Region,,Zanzibar North,51,hasc
TZ-ZS,Kusini Unguja,Region,,Zanzibar South and Central,52,hasc
TZ-ZW,Mjini Magharibi,Region,,Zanzibar West,53,hasc
UA-CH,Chernihiv,Region,Чернігівська,Chernigov|Tschernigow,,hasc
UA-CK,Cherkasy,Region,Черкаська,Cherkas'ka Oblast'|Cherkasskaya,,hasc
UA-CV,Chernivtsi,Region,Чернівецька,Chernivets'ka Oblast'|Chernovits,,hasc
UA-DP,Dnipropetrovs'k,Region,Дніпропетро́вська,Dnipropetrovsk|Dniepropietrovsk|,,hasc
UA-DT,Donets'k,Region,Доне́цька,Donetsk|Donetskaya Oblast'|Donez,,hasc
UA-IF,Ivano-Frankivs'k,Region,Івано-Франківська,Ivano-Frankovsk|Ivano-Frankovska,,hasc
UA-KC,Kiev City,Independent City,Київ,Kyiv,,hasc
UA-KH,Kirovohrad,Region,Кіровоградська,Kirovograd|Kirovogradskaya Oblas,,hasc
UA-KK,Kharkiv,Region,Харківська,Charkow|Jarkov|Karkov|Khar'kov,,hasc
UA-KM,Khmel'nyts'kyy,Region,Хмельницька,Khmelnitsky|Khmelnytskyi|Chmelni,,hasc
UA-KR,Crimea,Autonomous Republic,Крим,Crimée|Criméia|Krim|Krymskaya Re,,hasc
UA-KS,Kherson,Region,Херсонська,Cherson|Khersons'ka Oblast',,hasc
UA-KV,Kiev,Region,Київська,Kiev Oblast|Kiew|Kijew|Kiiv|Kije,,hasc
UA-LH,Luhans'k,Region,Луганська,Luhansk|Lugansk|Luhans'ka Oblast,,hasc
UA-LV,L'viv,Region,,Lemberg|Llvov|L'vov|Lwow|L'vivs',,hasc
UA-MY,Mykolayiv,Region,Миколаївська,Mykolaiv|Nikolajew|Nikolayev,,hasc
UA-NA,,,,,,capitalized
UA-OD,Odessa,Region,Одеська,Odesa|Odes'ka Oblast'|Odesskaya,,hasc
UA-PL,Poltava,Region,Полтавська,,,hasc
UA-RV,Rivne,Region,Рівненська,Rovno|Rivnens'ka Oblast'|Rovensk,,hasc
UA-SC,Sevastopol',Autonomous Republic,Севастополь,Sebastopol|Aqyar,,hasc
UA-SM,Sumy,Region,Сумська,,,hasc
UA-TP,Ternopil',Region,Тернопільська,Ternopol|Ternopol',,hasc
UA-VI,Vinnytsya,Region,Вінницька,Vinnytsia|Vinnitskaya Oblast'|Vi,,hasc
UA-VO,Volyn,Region,Волинська,Volhynia|Volyns'ka Oblast'|Volyn,,hasc
UA-ZK,Zakarpattia,Region,Закарпатська,Transcarpathia|Ruthenia|Zakarpat,,hasc
UA-ZP,Zaporizhia,Region,Запорізька,Zaporizhzhya|Saporoshje|Zaporizh,,hasc
UA-ZT,Zhytomyr,Region,Житомирська,Zhitomir|Jitomir|Shitomir|Zhitom,,hasc
UG-AC,Apac,District,,,30,hasc
UG-AD,Adjumani,District,,,30,hasc
UG-AW,Arua,District,,,30,hasc
UG-BG,Bugiri,District,,,20,hasc
UG-BN,Bundibugyo,District,,,40,hasc
UG-BR,Kabarole,District,,,13,hasc
UG-BS,Bushenyi,District,,,11,hasc
UG-BU,Busia,District,,,20,hasc
UG-GL,Gulu,District,,,30,hasc
UG-HO,Hoima,District,,,40,hasc
UG-IN,Iganga,District,,,20,hasc
UG-JI,Jinja,District,,,20,hasc
UG-KA,Kabale,District,,,22,hasc
UG-KD,Kaberamaido,District,,,21,hasc
UG-KE,Kamwenge,District,,,41,hasc
UG-KF,Kotido,District,,,12,hasc
UG-KG,Kiboga,District,,,10,hasc
UG-KI,Kibale,District,,Kibaale,10,hasc
UG-KJ,Kyenjojo,District,,,41,hasc
UG-KK,Katakwi,District,,,20,hasc
UG-KM,Kampala,District,,,10,hasc
UG-KN,Kalangala,District,,,10,hasc
UG-KP,Kapchorwa,District,,,20,hasc
UG-KR,Kisoro,District,,,40,hasc
UG-KS,Kasese,District,,,11,hasc
UG-KU,Kumi,District,,,20,hasc
UG-KX,Kamuli,District,,,20,hasc
UG-KY,Kayunga,District,,,11,hasc
UG-LA,Lira,District,,,30,hasc
UG-LW,Luwero,District,,Luweero,10,hasc
UG-MA,Masaka,District,,,10,hasc
UG-MC,Masindi,District,,,11,hasc
UG-MD,Mubende,District,,,10,hasc
UG-ME,Mbale,District,,,20,hasc
UG-MG,Mayuge,District,,,21,hasc
UG-MI,Mpigi,District,,,10,hasc
UG-MN,Mukono,District,,,10,hasc
UG-MT,Moroto,District,,,30,hasc
UG-MY,Moyo,District,,,30,hasc
UG-NA,Nakasongola,District,,,10,hasc
UG-NE,Nebbi,District,,,31,hasc
UG-NP,Nakapiripirit,District,,,31,hasc
UG-NT,Ntungamo,District,,,41,hasc
UG-PD,Pader,District,,,,hasc
UG-PL,Pallisa,District,,,21,hasc
UG-RA,Rakai,District,,,11,hasc
UG-RK,Rukungiri,District,,,41,hasc
UG-RR,Mbarara,District,,,41,hasc
UG-SE,Sembabule,District,,,11,hasc
UG-SI,Sironko,District,,,21,hasc
UG-SR,Soroti,District,,,21,hasc
UG-TG,Kitgum,District,,,12,hasc
UG-TR,Tororo,District,,,21,hasc
UG-UU,Kanungu,District,,,13,hasc
UG-WA,Wakiso,District,,,11,hasc
UG-YU,Yumbe,District,,,,hasc
UM-BA,Baker,Island,,,,first2
UM-HO,Howland,Island,,,,first2
UM-JI,Jarvis island,Island,,,,capitalized
UM-JO,Johnston,Atoll,,,,first2
UM-KR,Kingman Reef,Reef,,,,capitalized
UM-MI,Midway,Island,,,,first2
UM-NA,Navassa,Island,,,,first2
UM-PA,Palmyra,Atoll,,,,first2
UM-WA,Wake,Island,,,,first2
US-AK,Alaska,,,,02,
US-AL,Alabama,,,,01,
US-AR,Arkansas,,,,05,
US-AZ,Arizona,,,,04,
US-CA,California,,,,06,
US-CO,Colorado,,,,08,
US-CT,Connecticut,,,,09,
US-DC,District of Columbia,,,,11,
US-DE,Delaware,,,,10,
US-FL,Florida,,,,12,
US-GA,Georgia,,,,13,
US-HI,Hawaii,,,,15,
US-IA,Iowa,,,,19,
US-ID,Idaho,,,,16,
US-IL,Illinois,,,,17,
US-IN,Indiana,,,,18,
US-KS,Kansas,,,,20,
US-KY,Kentucky,,,,21,
US-LA,Louisiana,,,,22,
US-MA,Massachusetts,,,,25,
US-MD,Maryland,,,,24,
US-ME,Maine,,,,23,
US-MI,Michigan,,,,26,
US-MN,Minnesota,,,,27,
US-MO,Missouri,,,,29,
US-MS,Mississippi,,,,28,
US-MT,Montana,,,,30,
US-NC,North Carolina,,,,37,
US-ND,North Dakota,,,,38,
US-NE,Nebraska,,,,31,
US-NH,New Hampshire,,,,33,
US-NJ,New Jersey,,,,34,
US-NM,New Mexico,,,,35,
US-NV,Nevada,,,,32,
US-NY,New York,,,,36,
US-OH,Ohio,,,,39,
US-OK,Oklahoma,,,,40,
US-OR,Oregon,,,,41,
US-PA,Pennsylvania,,,,42,
US-RI,Rhode Island,,,,44,
US-SC,South Carolina,,,,45,
US-SD,South Dakota,,,,46,
US-TN,Tennessee,,,,47,
US-TX,Texas,,,,48,
US-UT,Utah,,,,49,
US-VA,Virginia,,,,51,
US-VT,Vermont,,,,50,
US-WA,Washington,,,,53,
US-WI,Wisconsin,,,,55,
US-WV,West Virginia,,,,54,
US-WY,Wyoming,,,,56,
UY-AR,Artigas,Department,,,,iso
UY-CA,Canelones,Department,,,,iso
UY-CL,Cerro Largo,Department,,,,iso
UY-CO,Colonia,Department,,,,iso
UY-DU,Durazno,Department,,,,iso
UY-FD,Florida,Department,,,,iso
UY-FS,Flores,Department,,,,iso
UY-LA,Lavalleja,Department,,,,iso
UY-MA,Maldonado,Department,,,,iso
UY-MO,Montevideo,Department,,Montevidéu,,iso
UY-PA,Paysandú,Department,,,,iso
UY-RN,Río Negro,Department,,,,iso
UY-RO,Rocha,Department,,,,iso
UY-RV,Rivera,Department,,,,iso
UY-SA,Salto,Department,,,,iso
UY-SJ,San José,Department,,,,iso
UY-SO,Soriano,Department,,,,iso
UY-TA,Tacuarembó,Department,,,,iso
UY-TT,Treinta y Tres,Department,,,,iso
UZ-AN,Andijon,Region,,Andijan|Andizhan,,iso
UZ-BU,Buxoro,Region,,Bukhoro|Bukhara|Mawarranahr|Tran,,iso
UZ-FA,Farg'ona,Region,,Farghona|Fergana|Ferghana,,iso
UZ-JI,Jizzax,Region,,Dzhizak|Jizzakh,,iso
UZ-NG,Namangan,Region,,,,iso
UZ-NW,Navoiy,Region,,Navoi,,iso
UZ-QA,Qashqadaryo,Region,,Kashkadarya|Kashka-Dar'ya|Kashka,,iso
UZ-QR,Qaraqalpaqstan,Autononous Region,,Karakalpakstan|Qoraqalpog`iston,,hasc
UZ-SA,Samarqand',Region,,Samarkand,,iso
UZ-SI,Sirdaryo,Region,,Syr-Dar'ya,,hasc
UZ-SU,Surxondaryo,Region,,Surkhandarya|Sukhan-Dar'ya|Surxo,,iso
UZ-TK,Toshkent,Region,,Taschkent|Tashkent,,iso
UZ-TS,Toshkent Shahri,City,,Tashkent City|Toshkent City,,capitalized
UZ-XO,Xorazm,Region,,Khorezm|Khiva|Khwarazm|Khorazm,,iso
VC-AN,Saint Andrew,Parish,,,,hasc
VC-CH,Charlotte,Parish,,,,hasc
VC-DA,Saint David,Parish,,,,hasc
VC-GE,Saint George,Parish,,,,hasc
VC-GT,Grenadines,Parish,,,,hasc
VC-PA,Saint Patrick,Parish,,,,hasc
VE-AM,Amazonas,State,,,,first2
VE-AN,Anzoátegui,State,,,,first2
VE-AP,Apure,State,,,,first2
VE-AR,Aragua,State,,,,first2
VE-BA,Barinas,State,,,,first2
VE-BO,Bolívar,State,,,,first2
VE-CA,Carabobo,State,,,,first2
VE-CO,Cojedes,State,,,,first2
VE-DA,Delta Amacuro,State,,,,capitalized
VE-DC,Distrito Capital,State,,,,capitalized
VE-DP,Dependencias Federales,State,,,,hasc
VE-FA,Falcón,State,,,,first2
VE-GU,Guárico,State,,,,first2
VE-LA,Lara,State,,,,first2
VE-ME,Mérida,State,,,,first2
VE-MI,Miranda,State,,,,first2
VE-MO,Monagas,State,,,,first2
VE-NE,Nueva Esparta,State,,,,capitalized
VE-PO,Portuguesa,State,,,,first2
VE-SU,Sucre,State,,,,first2
VE-TA,Táchira,State,,,,first2
VE-TR,Trujillo,State,,,,first2
VE-VA,Vargas,State,,,,first2
VE-YA,Yaracuy,State,,,,first2
VE-ZU,Zulia,State,,,,first2
VG-AN,Anegada,District,,,,first2
VG-JV,Jost Van Dyke,District,,,,capitalized
VG-OI,Other Islands,District,,,,capitalized
VG-TO,Tortola,District,,,,first2
VG-VG,Virgin Gorda,District,,,,capitalized
VI-SC,Saint Croix,District,,,,hasc
VI-SJ,Saint John,District,,,,hasc
VI-ST,Saint Thomas,District,,,,hasc
VN-AG,An Giang,Province,,An Giang,,hasc
VN-BD,Bình Định,Province,,Binh Dinh,,hasc
VN-BG,Bắc Giang,Province,,Bac Giang,,hasc
VN-BI,Bình Dương,Province,,Binh Duong,,hasc
VN-BK,Bắc Kạn,Province,,Bac Kan,,hasc
VN-BL,Bạc Liêu,Province,,Bac Lieu,,hasc
VN-BN,Bắc Ninh,Province,,Bac Ninh,,hasc
VN-BP,Bình Phước,Province,,Binh Phuoc,,hasc
VN-BR,Bến Tre,Province,,Ben Tre,,hasc
VN-BU,Bình Thuận,Province,,Binh Thuan,,hasc
VN-BV,Bà Rịa - Vũng Tàu,Province,,Ba Ria - Vung Tau,,hasc
VN-CB,Cao Bằng,Province,,Cao Bang,,hasc
VN-CM,Cà Mau,Province,,Ca Mau,,hasc
VN-CT,Cần Thơ,City,,Can Tho,,iso
VN-DA,Đà Nẵng,City,,Da Nang,,hasc
VN-DB,Điện Biên,Province,,Dien Bien,,hasc
VN-DC,Đắk Lắk,Province,,Dak Lak,,hasc
VN-DN,Đồng Nai,Province,,Dong Nai,,hasc
VN-DO,Đắk Nông,Province,,Dak Nong,,hasc
VN-DT,Đồng Tháp,Province,,Dong Thap,,hasc
VN-GL,Gia Lai,Province,,Gia Lai,,hasc
VN-HD,Hải Dương,Province,,Hai Duong,,hasc
VN-HG,Hà Giang,Province,,Ha Giang,,hasc
VN-HM,Hà Nam,Province,,Ha Nam,,hasc
VN-HN,Hà Nội,City,,Ha Noi,,iso
VN-HO,Hoà Bình,Province,,Hoa Binh,,hasc
VN-HP,Hải Phòng,City,,Hai Phong,,iso
VN-HT,Hà Tĩnh,Province,,Ha Tinh,,hasc
VN-HU,Hậu Giang,Province,,Hau Giang,,hasc
VN-HY,Hưng Yên,Province,,Hung Yen,,hasc
VN-KG,Kiên Giang,Province,,Kien Giang,,hasc
VN-KH,Khánh Hòa,Province,,Khanh Hoa,,hasc
VN-KT,Kon Tum,Province,,Kon Tum,,hasc
VN-LA,Long An,Province,,Long An,,hasc
VN-LD,Lâm Đồng,Province,,Lam Dong,,hasc
VN-LI,Lai Châu,Province,,Lai Chau,,hasc
VN-LO,Lào Cai,Province,,Lao Cai,,hasc
VN-LS,Lạng Sơn,Province,,Lang Son,,hasc
VN-NA,Nghệ An,Province,,Nghe An,,hasc
VN-NB,Ninh Bình,Province,,Ninh Binh,,hasc
VN-ND,Nam Định,Province,,Nam Dinh,,hasc
VN-NT,Ninh Thuận,Province,,Ninh Thuan,,hasc
VN-PT,Phú Thọ,Province,,Phu Tho,,hasc
VN-PY,Phú Yên,Province,,Phu Yen,,hasc
VN-QB,Quảng Bình,Province,,Quang Binh,,hasc
VN-QG,Quảng Ngãi,Province,,Quang Ngai,,hasc
VN-QM,Quảng Nam,Province,,Quang Nam,,hasc
VN-QN,Quảng Ninh,Province,,Quang Ninh,,hasc
VN-QT,Quảng Trị,Province,,Quang Tri,,hasc
VN-SG,Hồ Chí Minh,City,,Ho Chi Minh,,iso
VN-SL,Sơn La,Province,,Son La,,hasc
VN-ST,Sóc Trăng,Province,,Soc Trang,,hasc
VN-TB,Thái Bình,Province,,Thai Binh,,hasc
VN-TG,Tiền Giang,Province,,Tien Giang,,hasc
VN-TH,Thanh Hóa,Province,,Thanh Hoa,,hasc
VN-TN,Tây Ninh,Province,,Tay Ninh,,hasc
VN-TQ,Tuyên Quang,Province,,Tuyen Quang,,hasc
VN-TT,Thừa Thiên Huế,Province,,Thua Thien Hue,,hasc
VN-TV,Trà Vinh,Province,,Tra Vinh,,hasc
VN-TY,Thái Nguyên,Province,,Thai Nguyen,,hasc
VN-VC,Vĩnh Phúc,Province,,Vinh Phuc,,hasc
VN-VL,Vĩnh Long,Province,,Vinh Long,,hasc
VN-YB,Yên Bái,Province,,Yen Bai,,hasc
VU-ML,Malampa,Province,,,,hasc
VU-PM,Penama,Province,,,,hasc
VU-SE,Shefa,Province,,,,hasc
VU-SN,Sanma,Province,,,,hasc
VU-TF,Tafea,Province,,,,hasc
VU-TR,Torba,Province,,,,hasc
WF-AL,Alo,Kingdom,,,,hasc
WF-SI,Singave,Kingdom,,Sigave,,hasc
WF-UV,Uvéa,Kingdom,,Mata Utu,,iso
WS-AA,A'ana,District,,Aana,,hasc
WS-AL,Aiga-i-le-Tai,District,,,,hasc
WS-AT,Atua,District,,,,iso
WS-FA,Fa'asaleleaga,District,,Faasaleleaga,,iso
WS-GE,Gaga'emauga,District,,Gagaemauga,,hasc
WS-GI,Gagaifomauga,District,,,,hasc
WS-PA,Palauli,District,,,,hasc
WS-SA,Satupa'itea,District,,Satupaitea,,hasc
WS-TU,Tuamasaga,District,,,,iso
WS-VF,Va'a-o-Fonoti,District,,Vaa-o-Fonoti,,hasc
WS-VS,Vaisigano,District,,,,hasc
XA-AK,Akrotiri,Sovereign Base Area,,Western Sovereign Base Area,,first2
XA-DH,Dhekelia,Sovereign Base Area,,Eastern Sovereign Base Area,,first2
XK-AK,Đakovica,District,,,,first2
XK-GN,Gnjilane,District,,,,first2
