admin2_id,name,type,name_original,name_alternatives,admin2_id_admin1,admin2_id_source
DE-BW,Baden-Württemberg,State,,,08,iso
DE-BY,Bayern,Free State,,Bavaria,09,iso
DE-HB,Bremen,State,,,04,iso
DE-HE,Hessen,State,,Hesse,06,iso
DE-HH,Hamburg,State,,,02,iso
DE-MV,Mecklenburg-Vorpommern,State,,Mecklenburg-West Pomerania,13,iso
DE-NI,Niedersachsen,State,,Lower Saxony,03,iso
DE-NW,Nordrhein-Westfalen,State,,North Rhine-Westphalia,05,iso
DE-RP,Rheinland-Pfalz,State,,Rhineland-Palatinate,07,iso
DE-SH,Schleswig-Holstein,State,,,01,iso
DE-SL,Saarland,State,,,10,iso
DE-SN,Sachsen,State,,Saxony,14,iso
DE-ST,Sachsen-Anhalt,State,,Saxony-Anhalt,15,iso
DE-TH,Thüringen,State,,Thuringia,16,iso
DJ-AR,Arta,Region,إقليم عرتا,,,hasc
DJ-AS,Ali Sabieh,Region,إقليم على صبيح,`Ali Sabîh,,hasc
DJ-DB,Djiboutii,Region,مدينة جيبوتي,,,hasc
DJ-DK,Dikhil,Region,إقليم دخيل,,,hasc
DJ-OB,Obock,Region,إقليم أوبوخ,,,hasc
DJ-TA,Tadjoura,Region,إقليم تاجورة‎,,,hasc
DK-HS,Hovedstaden,Region,,Capital,,hasc
DK-MJ,Midtjylland,Region,,Central Jutland,,hasc
DK-ND,Nordjylland,Region,,North Jutland,,hasc
DK-SD,Syddanmark,Region,,South Denmark,,hasc
DK-SL,Sjælland,Region,,Zealand,,hasc
DM-AN,Saint Andrew,Parish,,,,hasc
DM-DA,Saint David,Parish,,,,hasc
DM-GO,Saint George,Parish,,,,hasc
DM-JH,Saint Joseph,Parish,,,,hasc
DM-JN,Saint John,Parish,,,,hasc
DM-LU,Saint Luke,Parish,,,,hasc
DM-MA,Saint Mark,Parish,,,,hasc
DM-PK,Saint Patrick,Parish,,,,hasc
DM-PL,Saint Paul,Parish,,,,hasc
DM-PR,Saint Peter,Parish,,,,hasc
DO-AL,La Altagracia,Province,,,,hasc
DO-AZ,Azua,Province,,,,hasc
DO-BH,Barahona,Province,,,,hasc
DO-BR,Bahoruco,Province,,Baoruco,,hasc
DO-CR,San Cristóbal,Province,,Trujillo,,hasc
DO-DA,Dajabón,Province,,Libertador,,hasc
DO-DU,Duarte,Province,,,,hasc
DO-EP,La Estrelleta,Province,,Elías Piña|San Rafael,,hasc
DO-ES,Espaillat,Province,,,,hasc
DO-HM,Hato Mayor,Province,,Hato Major,,hasc
DO-IN,Independencia,Province,,,,hasc
DO-JO,San José de Ocoa,Province,,José Trujillo Valdez,,hasc
DO-JU,San Juan,Province,,Benefactor|San Juan de la Maguan,,hasc
DO-MC,Monte Cristi,Province,,,,hasc
DO-MN,Monseñor Nouel,Province,,Monsenor Novel,,hasc
DO-MP,Monte Plata,Province,,,,hasc
DO-MT,María Trinidad Sánchez,Province,,Maria Trinidad S|Trinidad S nche,,hasc
DO-NC,Distrito Nacional,National District,,,,hasc
DO-PM,San Pedro de Macorís,Province,,,,hasc
DO-PN,Pedernales,Province,,,,hasc
DO-PP,Puerto Plata,Province,,,,hasc
DO-PV,Peravia,Province,,José Trujillo Valdez,,hasc
DO-RO,La Romana,Province,,,,hasc
DO-SC,Salcedo,Province,,Hermanas Mirabal,,hasc
DO-SD,Santo Domingo,Province,,,,hasc
DO-SE,El Seybo,Province,,El Seibo,,hasc
DO-SM,Samaná,Province,,,,hasc
DO-SR,Santiago Rodríguez,Province,,Santiago Rodriguez,,hasc
DO-ST,Santiago,Province,,Santiago de los Caballeros,,hasc
DO-SZ,Sánchez Ramírez,Province,,,,hasc
DO-VA,Valverde,Province,,,,hasc
DO-VE,La Vega,Province,,,,hasc
DZ-AD,Aïn Defla,Province,ولاية عين الدفلى,Ain Dafla,44,hasc
DZ-AL,Alger,Province,ولاية الجزائر,Algeri|Algiers|Algier|al-Jazair|,16,hasc
DZ-AN,Annaba,Province,ولاية عنابة,Anaba|Bona|Bône,23,hasc
DZ-AR,Adrar,Province,ولاية أدرا,Duperré,1,hasc
DZ-AT,Aïn Témouchent,Province,ولاية عين تموشنت,Ain Tamouchent,46,hasc
DZ-BB,Bordj Bou Arréridj,Province,ولاية برج بوعريريج,Borjbouarirej|Bordi Bou Arreridj,34,hasc
DZ-BC,Béchar,Province,ولاية بشار,Colomb-Béchar|Bechar,8,hasc
DZ-BJ,Béjaïa,Province,بجاية,Bougie|Bedjaya|Bidjaia|Bugia|Buj,6,hasc
DZ-BL,Blida,Province,البليدة,El Boulaïda|Al-Boulaida,9,hasc
DZ-BM,Boumerdès,Province,ولاية بومرداس,Boumerdas,35,hasc
DZ-BS,Biskra,Province,ولاية بسكرة,Beskra,7,hasc
DZ-BT,Batna,Province,ولاية باتنة,,5,hasc
DZ-BU,Bouira,Province,ولاية البويرة,,10,hasc
DZ-CH,Chlef,Province,ولاية الشلف,El Asnam|Orléansville|Ech Chelif,2,hasc
DZ-CO,Constantine,Province,قسنطينة,Constantina|Costatina|Qoussantin,25,hasc
DZ-DJ,Djelfa,Province,ولاية الجلفة,El Djelfa,17,hasc
DZ-EB,El Bayadh,Province,ولاية البيض,El Bayad|El Beyyadh|Géryville,32,hasc
DZ-EO,El Oued,Province,ولاية الوادي,El Ouadi|El Wad,39,hasc
DZ-ET,El Tarf,Province,ولاية الطارف,Et Tarf|El Taref,36,hasc
DZ-GL,Guelma,Province,ولاية قالمة,,24,hasc
DZ-GR,Ghardaïa,Province,ولاية غرداية,GhardaSa|Gharday,47,hasc
DZ-IL,Illizi,Province,ولاية اليزي,Polignac|Fort Polignac|Ilizi,33,hasc
DZ-JJ,Jijel,Province,ولاية جيجل,Djidjel| Djidjelli,18,hasc
DZ-KH,Khenchela,Province,ولاية خنشلة,Khenchela,40,hasc
DZ-LG,Laghouat,Province,ولاية الأغواط,,3,hasc
DZ-MC,Mascara,Province,ولاية معسكر,Mouaskar,29,hasc
DZ-MD,Médéa,Province,ولاية المدية,El Mediyya|Lemdiyya,26,hasc
DZ-MG,Mostaganem,Province,ولاية مستغانم,Mostaghanem|Mestghanem,27,hasc
DZ-ML,Mila,Province,ولاية ميلة,,43,hasc
DZ-MS,M'Sila,Province,ولاية المسيلة,Msila,28,hasc
DZ-NA,Naâma,Province,ولاية النعامة,Naama,45,hasc
DZ-OB,Oum el Bouaghi,Province,ولاية أم البواقي,Oum el Bouagui|Canrobert,4,hasc
DZ-OG,Ouargla,Province,ورقلة,Wargla,30,hasc
DZ-OR,Oran,Province,ولاية وهران,Orán|Orano|Orão|Ouahran|Ouahrane,31,hasc
DZ-RE,Relizane,Province,ولاية غليزان,Ghelizane|Ghilizane,48,hasc
DZ-SA,Souk Ahras,Province,ولاية سوق أهراس,Souk-Ahras|Souq Ahras,41,hasc
DZ-SB,Sidi Bel Abbès,Province,ولاية سيدي بلعباس,Sidi-Bel-Abbes,22,hasc
DZ-SD,Saïda,Province,ولاية سعيدة,,20,hasc
DZ-SF,Sétif,Province,ولاية سطيف,Stif,19,hasc
DZ-SK,Skikda,Province,سكيكدة,Philippeville|Skidda,21,hasc
DZ-TB,Tébessa,Province,ولاية تبسة,Tbessa,12,hasc
DZ-TL,Tlemcen,Province,تلمسان,Tilimsene|Tlemsane|Tilimsen|Trem,13,hasc
DZ-TM,Tamanghasset,Province,ولاية تمنراست,Tamanrasset|Tamenghasset|Tamengh,11,hasc
DZ-TN,Tindouf,Province,ولاية تندوف,Tiaret,37,hasc
DZ-TO,Tizi Ouzou,Province,ولاية غليزان,Tizi-ouzou|Tizi Wezzu,15,hasc
DZ-TP,Tipaza,Province,ولاية تيبازة,Tibaza| Tefessedt,42,hasc
DZ-TR,Tiaret,Province,ولاية تيارت,Tendouf|Tihert,14,hasc
DZ-TS,Tissemsilt,Province,ولاية تسمسيلت,Vialar,38,hasc
EC-AZ,Azuay,Province,,,01,hasc
EC-BO,Bolivar,Province,,,02,hasc
EC-CB,Chimborazo,Province,,,06,hasc
EC-CN,Cañar,Province,,,03,hasc
EC-CR,Carchi,Province,,,04,hasc
EC-CT,Cotopaxi,Province,,,05,hasc
EC-EO,El Oro,Province,,,07,hasc
EC-ES,Esmeraldas,Province,,,08,hasc
EC-GA,Galápagos,Province,,,20,hasc
EC-GU,Guayas,Province,,,09,hasc
EC-IM,Imbabura,Province,,,10,hasc
EC-LJ,Loja,Province,,,11,hasc
EC-LR,Los Rios,Province,,,12,hasc
EC-MN,Manabi,Province,,,13,hasc
EC-MS,Morona Santiago,Province,,,14,hasc
EC-NA,Napo,Province,,,15,hasc
EC-OR,Orellana,Province,,,22,hasc
EC-PA,Pastaza,Province,,,16,hasc
EC-PI,Pichincha,Province,,,17,hasc
EC-SD,Santo Domingo de los Tsachilas,Province,,,23,iso
EC-SE,Santa Elena,Province,,,24,iso
EC-SU,Sucumbios,Province,,,21,hasc
EC-TU,Tungurahua,Province,,,18,hasc
EC-ZC,Zamora Chinchipe,Province,,,19,hasc
EE-HA,Harju,County,,Harjumaa|Harju maakond,,hasc
EE-HI,Hiiu,County,,Hiiumaa|Hiiu maakond|Dagö,,hasc
EE-IV,Ida-Viru,County,,Ida-Virumaa|Ida-Viru maakond,,hasc
EE-JN,Jõgeva,County,,Jogeva|Jõgevamaa|Jõgeva maakond,,hasc
EE-JR,Järva,County,,Jaerva|Järvamaa|Järva maakond,,hasc
EE-LN,Lääne,County,,Laeaene|Läänemaa|Lääne maakond,,hasc
EE-LV,Lääne-Viru,County,,Laeaene-Viru|Lääne-Virumaa|Lääne,,hasc
EE-PL,Põlva,County,,Polva|Põlvamaa|Põlva maakond,,hasc
EE-PR,Pärnu,County,,Paernu|Pärnumaa|Pärnu maakond,,hasc
EE-RA,Rapla,County,,Raplamaa|Rapla maakond,,hasc
EE-SA,Saare,County,,Saaremaa|Saare maakond|Ösel,,hasc
EE-TA,Tartu,County,,Tartumaa|Tartu maakond|Dorpat,,hasc
EE-VD,Viljandi,County,,Viljandimaa|Viljandi maakond|Vil,,hasc
EE-VG,Valga,County,,Valgamaa|Valga maakond,,hasc
EE-VR,Võru,County,,Voru|Võrumaa|Võru maakond,,hasc
EG-AN,Aswan,Governorate,محافظة أسوان,Assouan|Assuã|Assuán|Syene,,hasc
EG-AT,Asyut,Governorate,,Asyiut|Assiout|Assiut|Assyut|Asy,,hasc
EG-BA,Al Bahr al Ahmar,Governorate,محافظة البحر الأحمر,Mar Rojo|Mar Vermelho|Mer Rouge|,,iso
EG-BH,Al Buhayrah,Governorate,البحيرة,Beheira|Behera|El Buhayra|Béhéra,,iso
EG-BN,Bani Suwayf,Governorate,محافظة بنى سويف,Beni Suwayf|Beni Souef|Beni Suef,,hasc
EG-BS,Bur Sa`id,Governorate,محافظة بورسعيد,Bur Said|Canal|Port Said|Port-Sa,,hasc
EG-DK,Ad Daqahliyah,Governorate,الدقهلية,Al Daqahliyah|Dacahlia|Dagahlia|,,iso
EG-DT,Dumyat,Governorate,,Damietta|Damiette|Dumiāt,,iso
EG-FY,Al Fayyum,Governorate,محافظة الفيوم,El Faiyum|el Fayoum|Faium|Faiyūm,,hasc
EG-GH,Al Gharbiyah,Governorate,محافظة الغربية,al-Garbīyah|El Gharbiya|Garbia|G,,iso
EG-GZ,Al Jizah,Governorate,,El Giza|El Gīzah|Gizeh|Giza|Guiz,,iso
EG-IK,Al Iskandariyah,Governorate,محافظة الإسكندرية,Alexandria|Alexandrie|El Iskanda,,hasc
EG-IS,Al Isma`iliyah,Governorate,محافظة الإسماعيلية,As Ismailiyah|Ismailia|Ismaïlia|,,iso
EG-JS,Janub Sina',Governorate,محافظة جنوب سيناء,Janub Sina|Sina al-Janubiyah|Sin,,iso
EG-KB,Al Qalyubiyah,Governorate,محافظة القليوبية,Caliubia|Kalioubieh|Kalioubiya|Q,,iso
EG-KN,Qina,Governorate,محافظة قنا,Kena|Qena|Quena,,iso
EG-KS,Kafr ash Shaykh,Governorate,محافظة كفر الشيخ,Kafr-El-Sheikh|Kafr ash Shaikh|K,,hasc
EG-LX,Al Uqsur,Governorate,,Luxor,,iso
EG-MF,Al Minufiyah,Governorate,محافظة المنوفية,Menoufieh|Menufia|Menūfīya|Minūf,,hasc
EG-MN,Al Minya,Governorate,,Minia|Minieh|Menia|Minya,,iso
EG-MT,Matrouh,Governorate,محافظة مطروح,Marsā Matrūh|Mersa Matruh|Wester,,hasc
EG-QH,Al Qahirah,Governorate,,Cairo|El Cairo|El Qahira|Le Cair,,hasc
EG-SJ,Suhaj,Governorate,,Girga|Girgeh|Sawhāj|Sohag|Suhag,,hasc
EG-SQ,Ash Sharqiyah,Governorate,محافظة الشرقية‎,Charkieh|Sharqia|Sharqīya|Sharqu,,hasc
EG-SS,Shamal Sina',Governorate,محافظة شمال سيناء,Shamal Sina|Nord Sinaï|North Sin,,hasc
EG-SW,As Suways,Governorate,محافظة السويس,El Suweiz|Es Suweis|Suez,,hasc
EG-WJ,Al Wadi al Jadid,Governorate,محافظة الوادي الجديد‎,Al Wadi/Al Jadid|El-Wadi El-Gidi,,hasc
EH-BO,Boujdour,Province,,Bojador,,hasc
EH-ES,Es Semara,Province,,Smara,,hasc
EH-LA,Laayoune,Province,,El aaiún,,hasc
EH-OD,Oued el Dahab,Province,,Ed Dakhla|Oued Eddahab,,hasc
ER-AN,Anseba,Region,ዞባ ዓንሰባ,Ansaba|A'Nseba,,hasc
ER-DK,Debubawi Keyih Bahri,Region,ዞባ ደቡባዊ ቀይሕ ባሕሪ,Southern Red Sea|Debubawi Keyh B,,hasc
ER-DU,Debub,Region,ዞባ ደቡብ,Southern|al-Janubiyah,,hasc
ER-GB,Gash Barka,Region,ዞባ ጋሽ ባርካ,al-Qash wa-Barka|Debubawi Gash B,,hasc
ER-MA,Maekel,Region,ዞባ ማእከል,Central|al-Markaziyah|Maakel|Mae,,hasc
ER-SK,Semenawi Keyih Bahri,Region,ዞባ ሰሜናዊ ቀይሕ ባሕሪ,Northern Red Sea|al-Bahru al-Ahm,,hasc
ES-AN,Andalucía,Autonomous Community,,Andalousie|Andaluc¡a|Andalusien|,01,iso
ES-AR,Aragón,Autonomous Community,,Aragão|Aragó|Aragón|Aragona|Arag,15,iso
ES-AS,Principado de Asturias,Autonomous Community,,Astúrias|Asturie|Asturien|Asturi,03,hasc
ES-CB,Cantabria,Autonomous Community,,Cantàbria|Cantábria|Cantabrie|Ka,06,iso
ES-CL,Castilla y León,Autonomous Community,,Castile and Leon|Castela e Leão|,07,iso
ES-CM,Castilla-La Mancha,Autonomous Community,,Castela-La Mancha|Castela-Mancha,08,iso
ES-CN,Islas Canarias,Autonomous Community,,Canarias|Canary Islands|Canárias,05,hasc
ES-CT,Cataluña,Autonomous Community,,Catalogna|Catalogne|Catalonia|Ca,09,hasc
ES-EX,Extremadura,Autonomous Community,,Estremadura|Estrémadure,11,iso
ES-GA,Galicia,Autonomous Community,,Galice|Gal¡cia|Galicien|Galiza|G,12,iso
ES-MD,Comunidad de Madrid,Autonomous Community,,Madrid|Communauté de Madrid| Com,,hasc
ES-ML,Ceuta y Melilla,Autonomous City,,,19,hasc
ES-MU,Región de Murcia,Autonomous Community,,Murcia|Região de Múrcia|Regió de,14,hasc
ES-NA,Comunidad Foral de Navarra,Autonomous Community,,Communauté forale de Navarre|Com,15,hasc
ES-PM,Islas Baleares,Autonomous Community,,Balearic Islands|Balearen|Balear,04,hasc
ES-PV,País Vasco,Autonomous Community,,Basque Country|Baskenland|Basque,16,iso
ES-RI,La Rioja,Autonomous Community,,Rioja,17,iso
ES-VC,Comunidad Valenciana,Autonomous Community,,Valencia|Communauté de Valence|C,10,hasc
ET-AA,Addis Abeba,City,,Āddīs Ābaba|Addis Ababa|Adis-Abe,14,hasc
ET-AF,Afar,State,,,02,iso
ET-AM,Amhara,State,,Amara,03,hasc
ET-BE,Benshangul-Gumaz,State,,Beneshangul Gumu,06,hasc
ET-DD,Dire Dawa,City,,,15,iso
ET-GA,Gambela Peoples,State,,Gambela,12,hasc
ET-HA,Harari People,State,,Hareri,13,hasc
ET-OR,Oromia,State,,Oromiya,04,hasc
ET-SN,"Southern Nations, Nationalities",State,,SNNPR,07,hasc
ET-SO,Somali,State,,Sumale,05,hasc
ET-TI,Tigray,State,,Tegré|Tigrai|Tigre,01,iso
FI-ES,Southern Finland,Province,,Etelä-Suomen lääni|Södra Finland,,hasc
FI-IS,Eastern Finland,Province,,Itä-Suomen lääni|Östra Finlands,,hasc
FI-LP,Lapland,Province,,Lapin lääni|Lappi|Laponia|Lapôni,,hasc
FI-LS,Western Finland,Province,,Länsi-Suomen lääni|Västra Finlan,,hasc
FI-OU,Oulu,Province,,Oulun lääni|Uleåborgs län,,hasc
FJ-CE,Central,Division,,,,hasc
FJ-EA,Eastern,Division,,,,hasc
FJ-NO,Northern,Division,,,,hasc
FJ-RO,Rotuma,Division,,,,hasc
FJ-WE,Western,Division,,,,first2
FM-CH,Chuuk,State,,Truk,,hasc
FM-KO,Kosrae,State,,Kusaie,,hasc
FM-PO,Pohnpei,State,,Ponape,,hasc
FM-YA,Yap,State,,,,hasc
FO-NO,Norderøerne,Region,,Norðoya|Norderøer,,hasc
FO-OS,Eysturoyar,Region,,Østerø|Eysturoy,,hasc
FO-SA,Sandoyar,Region,,Sandø|Sadoy,,hasc
FO-ST,Streymoyar,Region,,Strømø|Stremoy|Streymoy,,hasc
FO-SU,Suðuroyar,Region,,Suðuroy|Syderø,,first2
FO-VG,Vågø,Region,,Vága|Vágar|Vaagø,,hasc
FR-AC,Nouvelle-Aquitaine,Region,,,,hasc
FR-AO,Grand Est,Region,,,,hasc
FR-AR,Auvergne-Rhône-Alpes,Region,,,,hasc
FR-BF,Bourgogne-Franche-Comté,Region,,,,hasc
FR-BT,Bretagne,Region,,,,hasc
FR-CE,Corse,Region,,Corsica,,hasc
FR-CN,Centre-Val de Loire,Region,,,,hasc
FR-IF,Île-de-France,Region,,,,hasc
FR-LP,Occitanie,Region,,,,hasc
